distrito_id,distrito_nombre,seccion_id,seccion_nombre,anio,Cambiemos/Macrismo,Conservadurismo/Nacionalismo,Izquierda,Kirchnerismo,Liberalismo,Peronismo Federal/Tercera Via
2,Buenos Aires,18,CAPITÁN SARMIENTO,2019,0.482062340717506,0.012742599490296,0.0104881395804744,0.380905704763772,0.00990001960399922,0.103901195843952
2,Buenos Aires,19,CARLOS CASARES,2019,0.503333333333333,0.007,0.0188,0.408266666666667,0.0123333333333333,0.0502666666666667
2,Buenos Aires,20,CARLOS TEJEDOR,2019,0.450495670724056,0.00790563433304053,0.0175680762956456,0.472079307315849,0.0096624419626051,0.0422888693688041
2,Buenos Aires,21,CARMEN DE ARECO,2019,0.477510663047693,0.00707638619620008,0.00940286932919736,0.427588212485459,0.00775494377665762,0.0706669251647926
2,Buenos Aires,22,PATAGONES,2019,0.398370456079452,0.039581525407386,0.0174525118117829,0.477726352328609,0.0137402371998843,0.0531289171728859
2,Buenos Aires,23,CASTELLI,2019,0.454483695652174,0.00577445652173913,0.0120584239130435,0.475203804347826,0.0173233695652174,0.03515625
2,Buenos Aires,24,COLÓN,2019,0.0254382606089866,0.000844889872975178,0.00127773985715951,0.0387192634891038,0.000973912464414737,0.0031131902708642
2,Buenos Aires,25,CORONEL DORREGO,2019,0.520456443083774,0.00593747100844234,0.0138231746915298,0.388626032099453,0.0100194823267465,0.0611373967900547
2,Buenos Aires,26,CORONEL PRINGLES,2019,0.469283826468124,0.0202410881196416,0.0264294462708696,0.417520789015664,0.0119899439180043,0.0545349062076968
2,Buenos Aires,27,CORONEL ROSALES,2019,0.632106399424292,0.0174311682081079,0.0199365654734934,0.244196273887897,0.0201497907726752,0.066179802233535
2,Buenos Aires,28,CORONEL SUÁREZ,2019,0.441342241797619,0.00895823224217088,0.0239259452801314,0.433018551005935,0.0192601993206674,0.0734948303534769
2,Buenos Aires,29,CHACABUCO,2019,0.207535348645147,0.00314684816813567,0.00979652280396987,0.223739480841248,0.00548206581326802,0.0250323940252602
2,Buenos Aires,30,CHASCOMÚS,2019,0.493463802461586,0.00703310144484367,0.0217491017506307,0.392898096475805,0.0132252885864995,0.071630609280636
2,Buenos Aires,31,CHIVILCOY,2019,0.354784352203404,0.00509790537946333,0.0147391322895781,0.493089032037882,0.0116036005289877,0.120685977560684
2,Buenos Aires,32,DAIREAUX,2019,0.438356164383562,0.00498900727211229,0.0136140706916963,0.486808726534754,0.0115000845594453,0.0447319465584306
2,Buenos Aires,33,DOLORES,2019,0.521052361659572,0.0107697830657982,0.0137955792604749,0.405866967536797,0.00994922816554695,0.0385660803118109
2,Buenos Aires,34,ENSENADA,2019,0.271366409686421,0.0115168140755806,0.0316180296079081,0.61462422551199,0.0139289599394599,0.0569455611786407
2,Buenos Aires,35,ESCOBAR,2019,0.328271389230426,0.0254391452217117,0.0265680162787521,0.54661806049886,0.0156531993068588,0.0574501894633908
2,Buenos Aires,36,ESTEBAN ECHEVERRÍA,2019,0.289519245101299,0.0162697639221711,0.030401183255558,0.582254606326748,0.015071603013174,0.0664835983810496
2,Buenos Aires,37,EXALTACIÓN DE LA CRUZ,2019,0.419590167743135,0.0157985223734957,0.0227684587147437,0.470052506853771,0.014636866316621,0.0571534779982343
2,Buenos Aires,38,FLORENCIO VARELA,2019,0.208833681251679,0.0177293677531364,0.0278568918835128,0.679325382882417,0.0106979724283323,0.0555567038009218
2,Buenos Aires,39,GENERAL ALVARADO,2019,0.419412976313079,0.0144549065764308,0.0195306752979256,0.455347947623952,0.013020450198617,0.0782330439899956
2,Buenos Aires,40,GENERAL ALVEAR,2019,0.0772691513423149,0.000786704690726719,0.00186842364047596,0.077637919166093,0.00177008555413512,0.00624446848264333
2,Buenos Aires,41,GENERAL ARENALES,2019,0.514916223947691,0.00245198201879853,0.00923579893747446,0.422067838169187,0.00800980792807519,0.043318348998774
2,Buenos Aires,42,GENERAL BELGRANO,2019,0.0323022451277785,0.000405807099595207,0.000999299982753198,0.0272550193265631,0.000710162424291613,0.00329718268421106
2,Buenos Aires,43,GENERAL GUIDO,2019,0.456862745098039,0.00294117647058824,0.0117647058823529,0.483823529411765,0.00882352941176471,0.0357843137254902
2,Buenos Aires,44,GENERAL LAMADRID,2019,0.396501457725948,0.0106122448979592,0.0171428571428571,0.378425655976676,0.0108454810495627,0.0388338192419825
2,Buenos Aires,45,LAS HERAS,2019,0.029137589258738,0.000456886832079351,0.00138539878114384,0.0397565235333564,0.000795867384912418,0.00476783516702161
2,Buenos Aires,46,GENERAL LAVALLE,2019,0.487157034442499,0.0125510799766492,0.0140105078809107,0.4430823117338,0.010507880910683,0.0326911850554583
2,Buenos Aires,47,GENERAL MADARIAGA,2019,0.477740719257541,0.00978828306264501,0.0241444315545244,0.420098607888631,0.0116009280742459,0.056627030162413
2,Buenos Aires,48,GENERAL PAZ,2019,0.225038889208965,0.00633750072017054,0.00812352365040042,0.254767528950856,0.00685602350636631,0.0209137523765628
2,Buenos Aires,49,GENERAL PINTO,2019,0.416420403443402,0.00719516895798535,0.0190158036746756,0.501092123859694,0.0079660799177695,0.0483104201464731
2,Buenos Aires,50,GENERAL PUEYRREDÓN,2019,0.447815518727896,0.0127517099055122,0.0253777376712105,0.428397628126657,0.0156348581928416,0.0700225473758826
2,Buenos Aires,51,GENERAL RODRÍGUEZ,2019,0.303815136476427,0.0185070306038048,0.0227805348773091,0.589123242349049,0.0118210642404191,0.0539529914529915
2,Buenos Aires,52,GENERAL SAN MARTÍN,2019,0.258388871103868,0.0124588923488839,0.0216262623322953,0.374107272780187,0.0122115188731411,0.052571229009633
2,Buenos Aires,53,SAN MIGUEL,2019,0.357180417521165,0.014986590944944,0.0263132986275438,0.491481306199716,0.0134511226797076,0.0557921859388968
2,Buenos Aires,54,GENERAL VIAMONTE,2019,0.457645593273124,0.00552787293677982,0.0100436001245718,0.475319215197758,0.00747430706944877,0.0439894113983183
2,Buenos Aires,55,GENERAL VILLEGAS,2019,0.510493072534637,0.00830277098614507,0.0122249388753056,0.398329258353708,0.0121230643846781,0.0585268948655257
2,Buenos Aires,56,GONZALES CHAVES,2019,0.37322363500374,0.00548491647968088,0.0149588631264024,0.545873846920967,0.0149588631264024,0.0454998753428073
2,Buenos Aires,57,GUAMINI,2019,0.463615023474178,0.00586854460093897,0.0116066770996348,0.468701095461659,0.0121283255086072,0.0380803338549817
2,Buenos Aires,58,HIPÓLITO YRIGOYEN,2019,0.460761092689089,0.00884257066161377,0.00994789199431549,0.468182535922943,0.00994789199431549,0.042318016737723
2,Buenos Aires,59,JUÁREZ,2019,0.328540507111936,0.00556586270871985,0.0230364873222016,0.537646876932591,0.0130643166357452,0.0921459492888064
2,Buenos Aires,60,JUNÍN,2019,0.251176635875101,0.00474166695936216,0.00867549436268484,0.240165431491693,0.00664711460784658,0.0357995855431843
2,Buenos Aires,61,MATANZA,2019,0.235224184568036,0.0170673128552532,0.0286969386478807,0.644866224559799,0.0144091126740812,0.0597362266949501
2,Buenos Aires,62,LANÚS,2019,0.342252785754524,0.0111601929074896,0.0283762245641033,0.535675519709814,0.0149455214959948,0.0675897555680741
2,Buenos Aires,63,LA PLATA,2019,0.429573086157584,0.0127509780851532,0.0341277584871008,0.442295367367827,0.0147717163600884,0.0664810935422466
2,Buenos Aires,64,LAPRIDA,2019,0.379347678982271,0.00609013398294762,0.0152930031127351,0.54960075788334,0.0146163215590743,0.0350521044796319
2,Buenos Aires,65,LAS FLORES,2019,0.412860861334595,0.00727638428774255,0.0182796971131093,0.480182205395173,0.0131329862754378,0.0682678655939423
2,Buenos Aires,66,LEANDRO N. ALEM,2019,0.114256897918017,0.00165694114256898,0.00343395048387484,0.127344331580338,0.00208918665802176,0.0118867516749514
2,Buenos Aires,67,LINCOLN,2019,0.507635354002777,0.00808030470223899,0.017513259530844,0.404122023279821,0.010251664115616,0.052397394368704
2,Buenos Aires,68,LOBERIA,2019,0.457363667940257,0.00877040639110802,0.0185828412643279,0.461184439041334,0.00989927058006252,0.0441993747829107
2,Buenos Aires,69,LOBOS,2019,0.51290815505871,0.00957053241113077,0.0203876467749719,0.396573910246099,0.0128277304165996,0.0477320250924883
2,Buenos Aires,70,LOMAS DE ZAMORA,2019,0.293655211347862,0.0128077622161781,0.0287759156033102,0.586745878696906,0.0146148306236101,0.0634004015121337
2,Buenos Aires,71,LUJÁN,2019,0.201180914891591,0.00410780610139361,0.0102663407510873,0.196209644138281,0.00615853464969366,0.0315609028284816
2,Buenos Aires,72,MAGDALENA,2019,0.487692841046975,0.015947304558849,0.0216675333680014,0.411336453458138,0.0128271797538568,0.0505286878141792
2,Buenos Aires,73,MAIPÚ,2019,0.0284142329737262,0.000560240185022912,0.000811630011635758,0.0257279531122061,0.000646430982718745,0.00178127648571388
2,Buenos Aires,74,MAR CHIQUITA,2019,0.433130861040068,0.00836530264279625,0.0194479965899403,0.475756606990622,0.0125213128729753,0.0507779198635976
2,Buenos Aires,75,MARCOS PAZ,2019,0.27203190571148,0.0138992231911664,0.025119795232001,0.61358969016935,0.0121729813387303,0.0631864043572725
2,Buenos Aires,76,MERCEDES,2019,0.309790501387551,0.00533452197794297,0.0151695975383554,0.262268681610997,0.00685867111449811,0.0401742706371231
2,Buenos Aires,77,MERLO,2019,0.223612812043346,0.0183732657152815,0.0310932189027841,0.651003878658425,0.0128606464857052,0.0630561781944573
2,Buenos Aires,78,MONTE,2019,0.480813749561557,0.0131182041388986,0.0211153981059277,0.427709575587513,0.0139600140301649,0.0432830585759383
2,Buenos Aires,79,MORENO,2019,0.220494053064959,0.0186079793236763,0.0294979369955963,0.593607712325695,0.0119686295171609,0.0547879858028273
2,Buenos Aires,80,MORÓN,2019,0.40176623475176,0.0119282502703421,0.0311509931513346,0.461767942175258,0.0182599457418755,0.0751266339094307
2,Buenos Aires,81,NAVARRO,2019,0.499523850748853,0.00467491992035322,0.0110812916630595,0.438836464375379,0.0107350012985889,0.0351484719937668
2,Buenos Aires,82,NECOCHEA,2019,0.503693819767631,0.00997494060598171,0.0235948839782602,0.38184658443714,0.0128388713509292,0.0680508998600579
2,Buenos Aires,83,NUEVE DE JULIO,2019,0.280032493907392,0.0039642567018684,0.00778229082047116,0.21484971567831,0.00552396425670187,0.0347359870024371
2,Buenos Aires,84,OLAVARRÍA,2019,0.446928279269429,0.0100973285276529,0.0214500735701076,0.424668259560739,0.0122301866925849,0.0846258723794868
2,Buenos Aires,85,PEHUAJÓ,2019,0.431431993412681,0.00580133243506251,0.0160191631110113,0.487424208398832,0.0102178306759488,0.0491054719664646
2,Buenos Aires,86,PELLEGRINI,2019,0.122014537902388,0.00155763239875389,0.00230760355370947,0.0923618322372216,0.00374985577477789,0.0111918772354909
2,Buenos Aires,87,PERGAMINO,2019,0.523045688202854,0.0105545076242998,0.0174372561159988,0.37611772667713,0.0161701392388659,0.0566746821408516
2,Buenos Aires,88,PILA,2019,0.430323299888517,0.00817539947974731,0.0130063173541434,0.499070977331847,0.00929022668153103,0.040133779264214
2,Buenos Aires,89,PILAR,2019,0.357020693464774,0.020613792810402,0.0239918840826039,0.53262832497663,0.0139479051584941,0.0517973995070961
2,Buenos Aires,90,PINAMAR,2019,0.49063299976728,0.00901791947870607,0.0242611124040028,0.39911566208983,0.0196648824761461,0.0573074237840354
2,Buenos Aires,91,PUAN,2019,0.607994264205055,0.00743860906972576,0.0233912887614268,0.294228356336261,0.0163111668757842,0.0506363147517476
2,Buenos Aires,92,QUILMES,2019,0.328370748660188,0.0138468729121445,0.0277138179117574,0.552395316895249,0.0135486590411851,0.0641245845794754
2,Buenos Aires,93,RAMALLO,2019,0.402857263978973,0.010937301284497,0.0170418415363093,0.504048497180889,0.0123786510661749,0.0527364449531561
2,Buenos Aires,94,RAUCH,2019,0.421592853069759,0.00874358486979662,0.0218589621744915,0.491541532028132,0.0116897928150542,0.0445732750427675
2,Buenos Aires,95,RIVADAVIA,2019,0.0453317712909629,0.000512545152787269,0.000894920108041264,0.038546649744541,0.00135051579940773,0.00532884246151844
2,Buenos Aires,96,ROJAS,2019,0.513969988070572,0.00508570352232059,0.0165128398317323,0.396433728888052,0.0148803917875306,0.0531173478997928
2,Buenos Aires,97,ROQUE PÉREZ,2019,0.504296968250179,0.00501312962520888,0.0134877058963953,0.429577464788732,0.0121747433755073,0.0354499880639771
2,Buenos Aires,98,SAAVEDRA,2019,0.543890093998554,0.0134490238611714,0.0171366594360087,0.360231381055676,0.0167028199566161,0.048590021691974
2,Buenos Aires,99,SALADILLO,2019,0.538972192563019,0.00784550392275196,0.0118378905343299,0.38767930922427,0.0116521981337914,0.0420129056218374
2,Buenos Aires,100,SALLIQUELÓ,2019,0.516351423015733,0.00547993636202935,0.00972246773908432,0.421071239172706,0.013611454834718,0.0337634788757292
2,Buenos Aires,101,SALTO,2019,0.439696322225758,0.0153202709460381,0.0233213620039096,0.460062735827613,0.0119107150975133,0.0496885938991681
2,Buenos Aires,102,SAN ANDRÉS DE GILES,2019,0.451425284417743,0.0136776172823725,0.015467212066982,0.446951297456219,0.0131663044867698,0.0593122842899144
2,Buenos Aires,103,SAN ANTONIO DE ARECO,2019,0.493181818181818,0.0183612440191388,0.016866028708134,0.420155502392345,0.00921052631578947,0.0422248803827751
2,Buenos Aires,104,SAN CAYETANO,2019,0.582496918471562,0.0059869695368903,0.0109174150378588,0.340024652227505,0.0121500264131009,0.0484240183130833
2,Buenos Aires,105,SAN FERNANDO,2019,0.100171432086417,0.00332701272234688,0.0076195010015806,0.131743285130874,0.00421492930097965,0.0181167075411397
2,Buenos Aires,106,SAN ISIDRO,2019,0.578021427288115,0.0102644842226698,0.0244201110133991,0.317437803182888,0.015020850472327,0.0548353238206008
2,Buenos Aires,107,SAN NICOLÁS,2019,0.401426165554584,0.0226715555650302,0.0185465475708286,0.471540642520625,0.0158711547890597,0.0699439339998721
2,Buenos Aires,108,SAN PEDRO,2019,0.168708467906597,0.00537364962690723,0.00644095482050711,0.170898763782158,0.00501169395255596,0.0242881538404425
2,Buenos Aires,109,SAN VICENTE,2019,0.318783777204343,0.0150932372559521,0.0239787720921174,0.55345927260334,0.0122206533911096,0.0764642874531379
2,Buenos Aires,110,SUIPACHA,2019,0.446638765367512,0.00614700496991891,0.0108553492021972,0.483520795187026,0.0115092859011248,0.0413287993722208
2,Buenos Aires,111,TANDIL,2019,0.472597117265023,0.0104662111591299,0.0195562423042565,0.402605084622999,0.0171901784205316,0.0775851662280596
2,Buenos Aires,112,TAPALQUÉ,2019,0.419924154025671,0.0119603267211202,0.0150233372228705,0.500729288214702,0.00904317386231038,0.0433197199533256
2,Buenos Aires,113,TIGRE,2019,0.364783844785825,0.0173427577584393,0.0315990575574894,0.505048504429562,0.0154281635162514,0.0657976719524322
2,Buenos Aires,114,TORNQUIST,2019,0.522535620820006,0.01628380343123,0.0210332460986721,0.378016865367839,0.0165745856353591,0.0455558786468935
2,Buenos Aires,115,TRENQUE LAUQUÉN,2019,0.498780889621087,0.00869851729818781,0.014168039538715,0.412289950576606,0.0110378912685338,0.0550247116968699
2,Buenos Aires,116,TORDILLO,2019,0.464101091326824,0.0143595634692705,0.0080413555427915,0.48248133256749,0.00574382538770821,0.0252728317059161
2,Buenos Aires,117,TRES ARROYOS,2019,0.419106842989085,0.0115186817800168,0.0214630562552477,0.471898614609572,0.0156118807724601,0.0604009235936188
2,Buenos Aires,118,TRES DE FEBRERO,2019,0.376875988719995,0.0147236169383497,0.0302450879244331,0.485902285805993,0.0170942522410987,0.0751587683701309
2,Buenos Aires,119,LA COSTA,2019,0.411768183340887,0.0188779632293535,0.0302480934833586,0.462076575955229,0.018818846434272,0.0582103375568999
2,Buenos Aires,120,MONTE HERMOSO,2019,0.368188010899183,0.0122615803814714,0.0233310626702997,0.550238419618529,0.0107288828337875,0.0352520435967302
2,Buenos Aires,121,VEINTICINCO DE MAYO,2019,0.498834117406423,0.00838617304152178,0.0138678666393946,0.423031294743301,0.0120269993863776,0.0438535487829822
2,Buenos Aires,122,VICENTE LÓPEZ,2019,0.577906775931321,0.00697481379141296,0.0283337882932319,0.303721943365849,0.017843712918447,0.0652189656997376
2,Buenos Aires,123,VILLA GESELL,2019,0.397499755835531,0.0177751733567731,0.0295439007715597,0.491649575153824,0.0135755444867663,0.0499560503955464
2,Buenos Aires,124,VILLARINO,2019,0.538931121861322,0.0103662750518314,0.0174498963372495,0.37543192812716,0.0154342317438378,0.0423865468785994
2,Buenos Aires,125,ZÁRATE,2019,0.329468639184397,0.0146415115248227,0.0259862588652482,0.551169104609929,0.0144060283687943,0.0643284574468085
2,Buenos Aires,126,TRES LOMAS,2019,0.413656295677595,0.0137815827939027,0.0154520776780121,0.511589058258509,0.0100229693046565,0.0354980162873251
2,Buenos Aires,127,F. AMEGHINO,2019,0.531699070160609,0.00309946463792618,0.0125387433079741,0.420963651732883,0.00450831220061989,0.0271907579599887
2,Buenos Aires,128,PRESIDENTE PERÓN,2019,0.207230539237361,0.0212031246710042,0.0279830711894384,0.67767881582549,0.0129913882045775,0.0529130608721285
2,Buenos Aires,129,J. C. PAZ,2019,0.216266673069766,0.0207940643271343,0.0294922742607422,0.666922790630665,0.0117416829745597,0.0547825147371328
2,Buenos Aires,130,MALVINAS ARGENTINAS,2019,0.257701622726773,0.0191937479399443,0.0289625917769742,0.622124878785129,0.0136238350235742,0.0583933237476056
2,Buenos Aires,131,PUNTA INDIO,2019,0.458265582655827,0.0150406504065041,0.0177506775067751,0.44810298102981,0.012059620596206,0.0487804878048781
2,Buenos Aires,132,EZEIZA,2019,0.270762481637253,0.0172660133217958,0.0294810134224136,0.603133238081822,0.01440846799348,0.0649487855432355
2,Buenos Aires,133,ITUZAINGO,2019,0.30140147891708,0.0100365933281708,0.0272703806617167,0.428923913208521,0.0134453909108854,0.0642660836028485
2,Buenos Aires,134,HURLINGHAM,2019,0.317845865276236,0.0201251043253057,0.0324634538774597,0.540925634340879,0.0159865086944925,0.0726534334856268
2,Buenos Aires,135,LEZAMA,2019,0.47108843537415,0.00485908649173955,0.0123906705539359,0.436345966958212,0.0126336248785228,0.0626822157434402
3,Catamarca,1,CAPITAL,2019,0.0120523197824233,0.00041583855003838,0.00067992733690952,0.016288790112398,0.000608104026672599,0.0025528582730877
3,Catamarca,2,CAPAYAN,2019,0.232386613826508,0.00660501981505945,0.0114487010127697,0.704755614266843,0.011558784676354,0.0332452664024659
3,Catamarca,3,LA PAZ,2019,0.0519360600647876,0.0013926311646635,0.00136235657412734,0.141609397232902,0.00118070903091036,0.0125336804819715
3,Catamarca,4,ANCASTI,2019,0.349809885931559,0.00190114068441065,0.0109315589353612,0.619771863117871,0.00522813688212928,0.0123574144486692
3,Catamarca,5,EL ALTO,2019,0.199221284879948,0.00616482803374432,0.00551589876703439,0.762491888384166,0.00551589876703439,0.0210902011680727
3,Catamarca,6,SANTA ROSA,2019,0.078264056119778,0.00397864098000209,0.00329808397026489,0.300753847764632,0.00314103235263323,0.0190032457334311
3,Catamarca,7,PACLIN,2019,0.36669874879692,0.00288739172281039,0.00673724735322425,0.603785691369907,0.00481231953801732,0.015078601219121
3,Catamarca,8,VALLE VIEJO,2019,0.36415220293725,0.0076212728081887,0.0154650645304851,0.545672007120605,0.0137961726746773,0.053293279928794
3,Catamarca,9,FRAY MAMERTO ESQUIÚ,2019,0.359338881183541,0.0079750346740638,0.0174526121128063,0.558945908460472,0.0105177993527508,0.0457697642163662
3,Catamarca,10,AMBATO,2019,0.236204228984012,0.00335224342444559,0.00541516245487365,0.655234657039711,0.0074780814853017,0.0923156266116555
3,Catamarca,11,POMÁN,2019,0.314812128246047,0.00841433338169157,0.00870448280864645,0.643551428985928,0.00565791382562019,0.0188597127520673
3,Catamarca,12,ANDALGALÁ,2019,0.366224090170981,0.00831024930747923,0.0129907345496227,0.57885184831407,0.00773712866558411,0.0258859489922629
3,Catamarca,13,BELÉN,2019,0.396975657732973,0.00522498155888862,0.0108802557167445,0.559626260142611,0.00731497418244406,0.0199778706663388
3,Catamarca,15,TINOGASTA,2019,0.338531903726475,0.00449876284021894,0.0110219689585364,0.589712828972033,0.00847267001574567,0.0477618654869911
3,Catamarca,16,SANTA MARÍA,2019,0.0534722834229312,0.00114567727152551,0.00258878998854323,0.093890455627038,0.00185070943861814,0.0083171763461708
4,Córdoba,1,CAPITAL,2019,0.208478391865034,0.00431823840624443,0.00636649188433427,0.0766491000355065,0.00421621247324121,0.014312359944545
4,Córdoba,2,CALAMUCHITA,2019,0.557475018751059,0.016670295903801,0.0192833466405362,0.339212697490987,0.0135733468824853,0.0537852943311316
4,Córdoba,3,COLÓN,2019,0.493861021858924,0.00829074200476135,0.0125692976176603,0.192747265553465,0.00887758669485741,0.0329756771605041
4,Córdoba,4,CRUZ DEL EJE,2019,0.410596386360549,0.014264366254585,0.0111126205678576,0.517484037494906,0.00717293845944845,0.0393696508626545
4,Córdoba,5,GENERAL ROCA,2019,0.0518392279921529,0.00100021034466476,0.00078557293164657,0.0342475456211821,0.0010302595824873,0.00457177689728741
4,Córdoba,6,GENERAL SAN MARTÍN,2019,0.133840691481622,0.00658886528331539,0.00390559064055179,0.0969471202817147,0.00422572102092489,0.0144291493262711
4,Córdoba,7,ISCHILIN,2019,0.50797353263198,0.0126148426714905,0.0116151758937497,0.415147331841767,0.00809254058171086,0.0445565763793021
4,Córdoba,8,JUÁREZ CELMAN,2019,0.56345756950346,0.018307636275343,0.0141556391890251,0.335389097972563,0.0133300959087046,0.0553599611509045
4,Córdoba,9,MARCOS JUÁREZ,2019,0.584229023283058,0.0138673305022697,0.0115390247474008,0.314833797042027,0.0158002635817836,0.0597305608434617
4,Córdoba,10,MINAS,2019,0.147550776583035,0.0029868578255675,0.0043010752688172,0.24026284348865,0.0017921146953405,0.017921146953405
4,Córdoba,11,POCHO,2019,0.448037676609105,0.0244897959183673,0.0113029827315542,0.484458398744113,0.00345368916797488,0.0282574568288854
4,Córdoba,12,PUNILLA,2019,0.607916309800563,0.0161354459806681,0.0215266731922183,0.288793894530772,0.0155466169093356,0.0500810595864432
4,Córdoba,13,RÍO CUARTO,2019,0.570243263068025,0.0148446988371953,0.0143035798030327,0.319043782542297,0.0137023364317408,0.067862339317709
4,Córdoba,14,RÍO PRIMERO,2019,0.652212281662711,0.00955510924472035,0.00906822469721867,0.282514758687846,0.00982898180269004,0.0368206439048141
4,Córdoba,15,RÍO SECO,2019,0.493907942238267,0.00981498194945848,0.00609205776173285,0.452278880866426,0.00383574007220217,0.0340703971119134
